Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro
"64 CRAWFORD WOODS, CHURCH HILL, GLANMIRE",Unknown,Cork,287000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,12,2020,2020-12-09,102.4934839,33427.07414
"16 THE DRIVE, WHITEFIELD MANOR, Bettystown",Unknown,Meath,326074.15,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,7,2018,2018-07-13,103.6349247,31686.50065
"1 SUMMERCOVE, LAHINCH, CLARE",Unknown,Clare,287500.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2021,2021-08-10,88.94796907,29651.38888
"13 SWEETMAN WALK, LUSK VILLAGE, DUBLIN",Unknown,Dublin,287500.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2019,2019-12-18,122.2901374,38902.81574
"59 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,288000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2018,2018-10-19,122.3417314,37406.12892
"51 Kylemore, Old School House Road, Monaleen",Unknown,Limerick,288000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,6,2010,2010-06-16,99.71623725,25410.63336
"30 LOUGH DERG ROAD, RAHENY, DUBLIN 5",Dublin 5,Dublin,288000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,9,2014,2014-09-12,120.6112462,31589.80748
"46 FERRYCARRIG AVE, DUBLIN 17, DUBLIN",Dublin 17,Dublin,288000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2020,2020-12-14,123.1012168,40191.10945
"Apartment 605 Cubes 7, Beacon South Quarter, Sandyford",Dublin 18,Dublin,327479.28,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,10,2014,2014-10-07,120.6112462,31589.80748
"67 Willow Drive, The Willows, Dunshaughlin",Unknown,Meath,327999.11,No,New Dwelling house /Apartment,Unknown,15,1,2021,2021-01-15,99.69809961,33245.70711
"CUILEAN, AN CHEATHRU RUA, GALWAY",Unknown,Galway,288990.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,8,2014,2014-08-26,91.09733125,23859.69176
"38 ASHLEIGH GROVE, KNOCKNACARRA, GALWAY",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,11,2020,2020-11-25,89.61251364,29161.30477
"4 NEWTOWN GLEN, TRAMORE, WATERFORD",Unknown,Waterford,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,10,2014,2014-10-08,96.14880924,25182.74597
"20 WHITE ABBEY LAWNS, KILDARE TOWN, KILDARE",Unknown,Kildare,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,7,2019,2019-07-31,107.1593191,34089.41499
"225 GRACEPARK MANOR, DRUMCONDRA DUBLIN 9, DUBLIN",Dublin 9,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,8,2016,2016-08-09,121.9729259,34144.23583
"ARDCOST, PORTMAGEE, COUNTY KERRY",Unknown,Kerry,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,11,2017,2017-11-13,85.65692567,25360.30687
"52 SEABURY, STATION RD, ROSSLARE STRAND",Unknown,Wexford,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,8,2018,2018-08-29,83.40947072,25502.54421
"811 LADYCASTLE, THE K CLUB, STRAFFAN",Unknown,Kildare,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,11,2021,2021-11-10,107.7075719,36026.93033
"26 THE KILNS, STATION RD, PORTMARNOCK",Dublin 13,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,7,2019,2019-07-24,122.2901374,38902.81574
"ARBUTUS, CHURCH HILL, LETTERKENNY",Unknown,Donegal,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,7,2017,2017-07-21,69.81796228,20670.8907
"WUTHERING HEIGHTS, GRABALL RD, CROSSHAVEN HILL",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,9,2018,2018-09-21,101.6747702,31087.1811
"253 BEECHDALE, DUNBOYNE, MEATH",Unknown,Meath,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,9,2016,2016-09-26,100.2696773,28068.78233
"COLLINAMUCK, ROSSCAHILL, GALWAY",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2016,2016-12-14,92.06370489,25771.66062
"Curraghmore, Ballinrobe",Unknown,Mayo,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,10,2010,2010-10-22,87.63279608,22331.41676
"6 ELDERPARK PLACE, KILLINARDAN HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2020,2020-12-04,123.1012168,40191.10945
"7 BELSIZE COURT, NEWCASTLE, GALWAY",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,5,2021,2021-05-12,88.85740352,29578.80337
"81 ST ATTRACHA ROAD, CABRA, DUBLIN 5",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,1,2021,2021-01-21,123.9176757,41522.06589
"32 ARD NA GREINE, BANDUFF RD, BALLYVOLANE",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,6,2017,2017-06-20,98.94301186,29293.89683
"3 CASTLEBANE, LISNENNAN, LETTERKENNY",Unknown,Donegal,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,11,2020,2020-11-27,71.91219733,23409.2373
"55 MYRTLE HOUSE, THE COAST, BALDOYLE DUBLIN 13",Dublin 13,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,4,2016,2016-04-15,121.9729259,34144.23583
"720 SOUTH CIRCULAR RD, KILMAINHAM, DUBLIN 8",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,2,2014,2014-02-10,120.6112462,31589.80748
"BALLAGHDERG LETTERKENNY, LETTERKENNY, DONEGAL",Unknown,Donegal,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2015,2015-01-16,71.6171107,19468.56797
"12 KELLYS BAY ROCKS, SKERRIES, DUBLIN",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,1,2016,2016-01-29,121.9729259,34144.23583
"4 SCHOOL ROAD, CARNMORE, LISSARULLA",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,12,2019,2019-12-17,90.37404068,28749.69908
"22 TEMPLEVIEW AVENUE, CLARE HALL, MALAHIDE ROAD",Dublin 13,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,5,2010,2010-05-21,114.6838254,29224.81553
"Apartment 126 Griffith Hall, Drumcondra",Dublin 9,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,5,2010,2010-05-05,114.6838254,29224.81553
"38 Heron, Thornwood, Booterstown",Unknown,Dublin,290000.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,9,2011,2011-09-14,117.6102093,29387.63815
"NO 1 DUNARD CLOSE, CREGG, LAHINCH",Unknown,Clare,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2017,2017-10-25,89.14211516,26392.16126
"RIVERSDALE HOUSE, THE MEETING, AVOCA",Unknown,Wicklow,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,2,2021,2021-02-08,103.0220033,34507.44349
"25  Woodlands, Portmarnock",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,4,2012,2012-04-20,119.0093179,30840.87562
"44 WILLOWBANK COURT, MILL RD, MIDLETON",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,12,2021,2021-12-08,102.6648871,34327.05524
"demesne, mitcherstown",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,2,2011,2011-02-16,99.84716368,24949.12928
"6 Devon Close, Deansgrange",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2013,2013-01-16,120.0591077,30843.61949
"41 RIVEROAKS, CLAREGALWAY, GALWAY",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,8,2021,2021-08-19,88.85740352,29578.80337
"18 MOUNT SYMON AVE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,4,2014,2014-04-25,120.6112462,31589.80748
"103 THE MAPLE, GRANGE HALL, DUBLIN 16",Dublin 16,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,2,2018,2018-02-05,122.3417314,37406.12892
"1 BR NA MARA, FORT LORENZO, SALTHILL",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2020,2020-10-21,89.61251364,29161.30477
"74 MOUNT DRUMMOND SQ, HAROLDS CROSS, DUBLIN 6",Dublin 6,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,3,2016,2016-03-04,121.9729259,34144.23583
"Drummore House, Castleshane",Unknown,Monaghan,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,10,2013,2013-10-23,79.76356859,20491.54959
"6 CHERRYVALLEY AVE, RATHMOLYON, MEATH",Unknown,Meath,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,11,2020,2020-11-05,100.1450409,32617.34424
"145A CASHEL RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,9,2021,2021-09-17,123.9176757,41522.06589
"19 LIOS CARA CRESENT, KILLEENS, CORK",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,7,2020,2020-07-28,102.4934839,33427.07414
"LARRAGAN, MOYCULLEN, GALWAY",Unknown,Galway,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,3,2017,2017-03-30,91.30778344,27033.34715
"9 CEDAR LAWN, RIDGEWOOD, SWORDS",Unknown,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,11,2017,2017-11-22,120.8404921,35777.04822
"129 Annadale Drive, Drumcondra",Dublin 9,Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,3,2010,2010-03-23,114.6838254,29224.81553
"APT 44, BOLTON SQ, DOMINICK ST DUBLIN 1",Dublin 1,Dublin,290679.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,7,2020,2020-07-24,123.1012168,40191.10945
"4 Churchfield Grove, Churchfields, Ashbourne",Unknown,Meath,329998.98,No,New Dwelling house /Apartment,Unknown,16,4,2020,2020-04-16,100.1450409,32617.34424
"32 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,329998.98,No,New Dwelling house /Apartment,Unknown,9,1,2019,2019-01-09,122.2901374,38902.81574
"18 Parkside Gardens, Balgriffin, Dublin 13",Dublin 13,Dublin,329999.9788,No,New Dwelling house /Apartment,Unknown,6,3,2019,2019-03-06,122.2901374,38902.81574
"14 Churchfield Drive, Churchfields, Ashbourne",Unknown,Meath,329999.99015,No,New Dwelling house /Apartment,Unknown,28,1,2020,2020-01-28,100.1450409,32617.34424
"11 Rathangan Manor, Rathangan",Unknown,Kildare,329999.99015,No,New Dwelling house /Apartment,Unknown,18,2,2021,2021-02-18,107.7075719,36026.93033
"2 BLACKWATER HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,330000.0015,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2,6,2016,2016-06-02,121.9729259,34144.23583
"27 BERESFORD GREEN, DONABATE",Unknown,Dublin,330000.0015,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,6,2016,2016-06-10,121.9729259,34144.23583
"64 The Paddocks Drive West, Adamstown, Lucan",Unknown,Dublin,330000.115,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,4,2017,2017-04-28,120.8404921,35777.04822
"10 The Green, The Paddocks, Hansfield",Unknown,Dublin,330000.115,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,9,2017,2017-09-26,120.8404921,35777.04822
"8 Sycamore Drive, Limerick Road, Ennis",Unknown,Clare,330170.365,No,New Dwelling house /Apartment,Unknown,20,9,2021,2021-09-20,88.94796907,29651.38888
"TARA HILL, GOREY, WEXFORD",Unknown,Wexford,291000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,10,2016,2016-10-06,84.26335264,23588.08533
"65 CULLINAGH, BALLINA, NORTH TIPPERARY",Unknown,Tipperary,291000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2020,2020-10-19,82.46228901,26823.89705
"Apt 10  Seabourne View, The Waterman Building, Greystones",Unknown,Wicklow,291000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2015,2015-10-19,101.496535,27591.06268
"21 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,291257.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2018,2018-07-30,122.3417314,37406.12892
"38 MILLROSE EST, BLUEBELL AVE, DUBLIN 12",Dublin 12,Dublin,292000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,8,2018,2018-08-17,122.3417314,37406.12892
"19 OAKVIEW LAWN, DOUGLAS, CORK",Unknown,Cork,292000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,12,2016,2016-12-08,98.91884037,27690.63863
"9 OLD BAWN CLOSE, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,292000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,9,2016,2016-09-14,121.9729259,34144.23583
"31 ALDERGROVE, NAAS, CO KILDARE",Unknown,Kildare,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2018,2018-01-26,113.8570586,34811.93017
"7 THE MALL, MARYBOROUGH WOODS, DOUGLAS",Unknown,Cork,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,1,2019,2019-01-29,102.3223668,32550.68859
"34 ALDER GROVE, NAAS, KILDARE",Unknown,Kildare,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,7,2017,2017-07-26,114.4367515,33881.10315
"1 BALLYGORAN VIEW, CELBRIDGE, KILDARE",Unknown,Kildare,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,7,2015,2015-07-03,105.0155327,28547.6755
"43 The Drive, Earls Court, Kill",Unknown,Kildare,331987.5,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,4,2016,2016-04-14,107.8389625,30187.67436
"79 ATHLUMNEY CASTLE, NAVAN, MEATH",Unknown,Meath,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,1,2019,2019-01-07,100.5939859,32000.85779
"24 Parkside Close, Parkside, Malahide Road  Balgriffin",Dublin 17,Dublin,332491.44,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,9,2016,2016-09-16,121.9729259,34144.23583
"26 Milltown Grove, Milltown, Dublin 6",Unknown,Dublin,293000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,1,2012,2012-01-31,119.0093179,30840.87562
"3 LAKEVIEW, CLAREGALWAY, GALWAY",Unknown,Galway,293000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,4,2017,2017-04-21,91.30778344,27033.34715
"17 CARRICKMINES, GLENAMUCK RD, DUBLIN 18",Dublin 15,Dublin,293000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,6,2017,2017-06-30,120.8404921,35777.04822
"37  Brennanstown, Avenue",Dublin 18,Dublin,293000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,5,2013,2013-05-14,120.0591077,30843.61949
"4 Cedar Avenue, The Cedars, Ridgewood",Unknown,Dublin,332555.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14,12,2012,2012-12-14,119.0093179,30840.87562
"BARNTICK, CLARECASTLE, CLARE",Unknown,Clare,294000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,5,2016,2016-05-20,88.45751594,24762.16966
"BALLINAHOWN, FERMOY, CORK",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2018,2018-07-30,101.6747702,31087.1811
"60  St. Laurence O'Toole Avenue, Portmarnock",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,9,2010,2010-09-06,114.6838254,29224.81553
"CRANNA CAHIR, CAHIR, TIPPERARY",Unknown,Tipperary,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,4,2019,2019-04-12,83.31231368,26503.22958
"32 Ellensborough Meadows, Kiltipper Road, Tallaght",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,3,2010,2010-03-08,114.6838254,29224.81553
"40 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,9,2018,2018-09-20,122.3417314,37406.12892
"14 ARD MACHA, OLD BAWN, TALLAGHT",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,10,2015,2015-10-07,121.3860474,32997.87569
"89 LISSADELL, MARYBOROUGH HILL, DOUGLAS",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,3,2016,2016-03-16,98.91884037,27690.63863
"25 AYLMER RD, NEWCASTLE, DUBLIN",Dublin 22,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,3,2021,2021-03-22,123.9176757,41522.06589
"49 CELBRIDGE ABBEY, CELBRIDGE, KILDARE",Unknown,Kildare,295000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,28,1,2016,2016-01-28,107.8389625,30187.67436
"42 KNOCKMAREE APT, ST LAURENCE ROAD, CHAPELIZOD",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,3,2017,2017-03-22,120.8404921,35777.04822
"APT 26 AENGUS HOUSE, MERCHANTS QUAY, GALWAY",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,8,2019,2019-08-15,90.37404068,28749.69908
"KILLOLA, ROSSCAHILL, CO GALWAY",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,1,2021,2021-01-26,88.85740352,29578.80337
"89 WOODFORD RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,11,2021,2021-11-11,123.9176757,41522.06589
"Apartment 79, Pembroke Square, Upper Grand Canal Street",Dublin 4,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,8,2013,2013-08-22,120.0591077,30843.61949
"CARHOO, DUNQUIN, KERRY",Unknown,Kerry,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,9,2017,2017-09-13,85.65692567,25360.30687
"818 LADYCASTLE, STRAFFAN, CO KILDARE",Unknown,Kildare,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,8,2014,2014-08-08,102.4504307,26833.2306
"16 The Close, Petitswood Manor, Mullingar",Unknown,Westmeath,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,9,2010,2010-09-28,89.92394441,22915.26882
"OLD SCHOOL HOUSE, TOURIN, CAPPOQUIN",Unknown,Waterford,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,11,2021,2021-11-17,89.61237729,29907.28912
"10 OAKRIDGE, CASTLE HEIGHTS, CARRIGALINE",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,2,2020,2020-02-11,102.4934839,33427.07414
"11 TURNAPIN, COTTAGES, CLOGHRAN DUBLIN 17",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,11,2018,2018-11-27,122.3417314,37406.12892
"10 DEERHAVEN VIEW, CLONEE, DUBLIN 15",Dublin 15,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,10,2020,2020-10-13,123.1012168,40191.10945
"10 WESLEY PLACE, CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,295000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,29,11,2021,2021-11-29,123.9176757,41522.06589
"RIVERSTOWN, ARDEE, LOUTH",Unknown,Louth,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,3,2017,2017-03-10,90.98398142,26937.47961
"313 Charlemont, Drumcondra, Dublin 9",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,1,2012,2012-01-31,119.0093179,30840.87562
"Apartments 1-7  Edward Street Mews, Edward Street, Limerick City",Unknown,Limerick,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,5,2014,2014-05-01,106.2192943,27820.3498
"26 SUIR RD, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2018,2018-12-19,122.3417314,37406.12892
"5 GORT GREINE, RAHOON, GALWAY",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,12,2019,2019-12-16,90.37404068,28749.69908
"APT 15, THE HOLLY, BLOCK 8 ROCKFIELD DUBLIN 14",Dublin 16,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,11,2014,2014-11-28,120.6112462,31589.80748
"13 Balgriffin Cottages, Malahide Road, Dublin 13",Dublin 13,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2015,2015-09-25,121.3860474,32997.87569
"44 CULLENSWOOD HOUSE, NORTHBROOK AVE, DUBLIN 6",Dublin 6,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2017,2017-12-05,120.8404921,35777.04822
"BAWNMORE, CLAREGALWAY, GALWAY",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,1,2020,2020-01-10,89.61251364,29161.30477
"55  Foxwood, Rochestown",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,7,2010,2010-07-19,100.639342,25645.86763
"17 TRACTON PLACE, CORK, CORK",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,7,2016,2016-07-18,98.91884037,27690.63863
"5 CEDAR AVE, CLUAIN ARD, NEWTOWN COBH",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,5,2017,2017-05-23,98.94301186,29293.89683
"NO. 4 CROSBIES YARD, OSSORY ROAD, NORTH STRAND",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2020,2020-12-15,123.1012168,40191.10945
"124 BALROTHERY EST, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,1,2021,2021-01-28,123.9176757,41522.06589
"251 RAHENY RD, DUBLIN 5, DUBLIN",Dublin 5,Dublin,295000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,5,4,2017,2017-04-05,120.8404921,35777.04822
"155 DUN NA CARRAIGH, BLACKROCK, SALTHILL",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,9,2019,2019-09-10,90.37404068,28749.69908
"TAY RD, BALLYLEARY, COBH",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,11,2016,2016-11-08,98.91884037,27690.63863
"10A THE AVENUE, CASTLEJANE WOOD, GLANMIRE",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,6,2014,2014-06-27,99.86583566,26156.28826
"APARTMENT 21 GREENVIEW, SEABROOK MANOR STATION ROAD, PORTMARNOCK",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,7,2017,2017-07-05,120.8404921,35777.04822
"426 Pearse Villas, Sallynoggin",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,2,2010,2010-02-09,114.6838254,29224.81553
"7 THE MOORINGS, KELLYS BAY, SKERRIES",Unknown,Dublin,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,12,2020,2020-12-18,123.1012168,40191.10945
"17 COPPER VALLEY HEIGHTS, RIVERSTOWN, GLANMIRE",Unknown,Cork,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,9,2019,2019-09-04,102.3223668,32550.68859
"22 THE WILLOWS, Janeville, Carrigaline",Unknown,Cork,334998.655,No,New Dwelling house /Apartment,Unknown,4,3,2020,2020-03-04,102.4934839,33427.07414
"27 The Willows, Janeville, Cork Road",Unknown,Cork,334998.655,No,New Dwelling house /Apartment,Unknown,15,1,2020,2020-01-15,102.4934839,33427.07414
"67 The Riverside   Kilcock, Ryebridge, Kilcock",Unknown,Kildare,334998.655,No,New Dwelling house /Apartment,Unknown,23,9,2021,2021-09-23,107.7075719,36026.93033
"46 Mill Gate, Millerstown, Kilcock",Unknown,Meath,334998.655,No,New Dwelling house /Apartment,Unknown,11,10,2019,2019-10-11,100.5939859,32000.85779
"77 Cnoc Tiarnach, Grnage End, Dunshaughlin",Unknown,Meath,334999.79,No,New Dwelling house /Apartment,Unknown,20,8,2019,2019-08-20,100.5939859,32000.85779
"15 Adamstown Boulevard, Adamstown Square, Adanstown",Unknown,Dublin,334999.79,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,3,2018,2018-03-06,122.3417314,37406.12892
"42 MILL GATE, MILLERSTOWN, MAYNOOTH ROAD",Unknown,Meath,334999.79,No,New Dwelling house /Apartment,Unknown,22,3,2019,2019-03-22,100.5939859,32000.85779
"1 The Willows, Janeville, Cork Road",Unknown,Cork,334999.79,No,New Dwelling house /Apartment,Unknown,17,12,2019,2019-12-17,102.3223668,32550.68859
"Apartment 11 Loftus Hall, Hazelbrook Square, Whitehall Road",Unknown,Dublin,334999.79,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,12,2017,2017-12-08,120.8404921,35777.04822
"52 Belltree Avenue, Belltree, Clongriffin",Dublin 13,Dublin,334999.79,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,5,2018,2018-05-08,122.3417314,37406.12892
"5 DUNSOGHLY WAY, RATHOATH ROAD, FINGLAS",Dublin 11,Dublin,334999.79,No,New Dwelling house /Apartment,Unknown,7,2,2020,2020-02-07,123.1012168,40191.10945
"25 Hamilton Hill, Barnageeragh Cove, Barnageeragh",Unknown,Dublin,334999.79,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,19,12,2017,2017-12-19,120.8404921,35777.04822
"Apt. 12 Hawthorn House, Carrickmines Green, Glenamuck Road",Unknown,Dublin,334999.79,No,New Dwelling house /Apartment,Unknown,27,2,2019,2019-02-27,122.2901374,38902.81574
"16 Springmount Woods, Glanmire",Unknown,Cork,334999.9943,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,5,2017,2017-05-23,98.94301186,29293.89683
"63 FÁNÁN, Letteragh Road, Galway",Unknown,Galway,334999.9943,No,New Dwelling house /Apartment,Unknown,23,9,2021,2021-09-23,88.85740352,29578.80337
"House No. 6 Ocean Drive Road, Kinsale Manor, Kinsale",Unknown,Cork,334999.9943,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,29,3,2018,2018-03-29,101.6747702,31087.1811
