Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"135 CELTIC PARK AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,359604.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2014,2014-11-11,120.6112462,31589.80748,21,5
"9 ABBY WELL, CHAPEL RD, MALAHIDE",,Dublin,412500.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2019,2019-12-16,122.2901374,38902.81574,-1,5
"17 THORNDALE, ROSSLARE HARBOUR, WEXFORD",,Wexford,227500.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2020,2020-12-15,82.53998428,26840.0561,-1,24
"14 GOLDEN MEADOWS, CLOGHEEN, CLONAKILTY",,Cork,65000.0,No,No,Second-Hand Dwelling house /Apartment,,20,9,2017,2017-09-20,98.94301186,29293.89683,-1,3
"Apartment No. 35  Block B, Water's Gate, Bilberry",,Waterford,55595.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,4,2014,2014-04-24,96.14880924,25182.74597,-1,22
"67 RIVERMILL VIEW, ATHLUMNEY, NAVAN",,Meath,140000.0,No,No,Second-Hand Dwelling house /Apartment,,20,10,2017,2017-10-20,105.0864966,31112.78838,-1,16
"DUNBEGGAN, AUGHNACLIFFE, CO. LONGFORD",,Longford,130000.0,No,No,Second-Hand Dwelling house /Apartment,,29,9,2016,2016-09-29,80.04906276,22408.36691,-1,13
"APT 135 BLOCK F, BELVIEW, ISLAND BRIDGE",,Dublin,173000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2015,2015-10-19,121.3860474,32997.87569,-1,5
"Rustic Lodge, 12 Edgewood, Glenville",,Cork,243000.0,No,No,Second-Hand Dwelling house /Apartment,,1,11,2012,2012-11-01,99.68430933,25832.86283,-1,3
"223 BRANDON RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,347810.0,No,No,Second-Hand Dwelling house /Apartment,,24,4,2017,2017-04-24,120.8404921,35777.04822,3,5
"Apartment 15 Ballygihen, Sandycove Road, Sandycove",,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,,28,3,2013,2013-03-28,120.0591077,30843.61949,-1,5
"10 DEERPARK GREEN, KILTIPPER WAY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,277500.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2017,2017-12-05,120.8404921,35777.04822,13,5
"31 THE VILLAGE, DRUMCONDRA, DUBLIN 3",Dublin 9,Dublin,276000.0,No,No,Second-Hand Dwelling house /Apartment,,31,10,2014,2014-10-31,120.6112462,31589.80748,21,5
"Apartment 65, Cluain Ros Leamhain, Roslevan",,Clare,50000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,3,2018,2018-03-09,88.62694797,27097.79405,-1,2
"ACACIA, 1 ASHLEIGH WOOD, BRANNOCKSTOWN",,Kildare,550000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2018,2018-09-21,113.8570586,34811.93017,-1,8
"21 RIVER WEIR HOUSE, OAKVIEW VILLAGE, TRALEE",,Kerry,100000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2019,2019-12-18,85.37893091,27160.65977,-1,7
"24 NORTHUMBERLAND RD, BALLSBRIDGE DUBLIN 4",,Dublin,855500.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2013,2013-12-05,120.0591077,30843.61949,-1,5
"62 Eustace Court Cualanor, Upper Glenageary Road, DUN LAOGHAIRE",,Dublin,484581.19,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,9,2018,2018-09-07,122.3417314,37406.12892,-1,5
"THE THATCHED COTTAGE, BALLYTEIGE, KILMORE QUAY",,Wexford,140000.0,No,No,Second-Hand Dwelling house /Apartment,,16,7,2021,2021-07-16,81.57245941,27113.90239,-1,24
"20 SPRINGVALE, SLIGO RD, TUBBERCURRY",,Sligo,44500.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2018,2018-12-19,83.87320897,25644.33273,-1,20
"HOUSE 1, OLD HALL RD, LECANVEY",,Mayo,435000.0,No,No,Second-Hand Dwelling house /Apartment,,7,11,2014,2014-11-07,83.23957412,21801.63297,-1,15
"4 ASHLEIGH COURT, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,266000.0,No,No,Second-Hand Dwelling house /Apartment,,12,1,2018,2018-01-12,122.3417314,37406.12892,6,5
"76 Pebble Drive, Pebble Beach, Tramore",,Waterford,56000.0,No,No,Second-Hand Dwelling house /Apartment,,26,8,2013,2013-08-26,92.94263965,23877.30067,-1,22
"ST PHILOMENA'S, MAIN STREET, BLANCHARDSTOWN",,Dublin,460000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2020,2020-12-16,123.1012168,40191.10945,-1,5
"9 Crescent Avenue, Friary Walk, Callan",,Kilkenny,176863.0,No,Yes,New Dwelling house /Apartment,,29,11,2019,2019-11-29,87.53158408,27845.45964,-1,9
"230 CHERRIES, WEDGEWOOD, SANDYFORD DUBLIN 16",Dublin 16,Dublin,485000.0,No,No,Second-Hand Dwelling house /Apartment,,1,3,2021,2021-03-01,123.9176757,41522.06589,7,5
"33 RATHGAEL, DEANSRATH, WESTBOURNE RISE",Dublin 22,Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2020,2020-09-25,123.1012168,40191.10945,12,5
"17 Primrose Square, Primrose Gardens, Naas",,Kildare,365000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,5,2018,2018-05-30,113.8570586,34811.93017,-1,8
"34 THE GROVE, KILL ST LAWRENCE",,Waterford,140969.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,3,2013,2013-03-05,92.94263965,23877.30067,-1,22
"47 QUAKER RD, CORK, CORK",,Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,,18,11,2021,2021-11-18,102.6648871,34327.05524,-1,3
"9 Portland Lock, Portland Place, Dublin 8",Dublin 1,Dublin,193000.0,No,No,Second-Hand Dwelling house /Apartment,,3,9,2015,2015-09-03,121.3860474,32997.87569,0,5
"51 BAWNVILLE RD, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,296000.0,No,No,Second-Hand Dwelling house /Apartment,,5,3,2021,2021-03-05,123.9176757,41522.06589,13,5
"129 Roebuck Castle, Clonskeagh, Dublin 14",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,1,8,2012,2012-08-01,119.0093179,30840.87562,-1,5
"112 RAHENY RD, RAHENY, DUBLIN 5",Dublin 5,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2019,2019-11-08,122.2901374,38902.81574,16,5
"KEARNEY HOUSE, WALTERSTOWN, CARLANSTOWN",,Meath,324500.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2013,2013-12-20,96.13678379,24697.88787,-1,16
"2 Parkview Close, Parkview  Poppintree, Ballymun",Dublin 11,Dublin,119823.79,No,Yes,New Dwelling house /Apartment,,12,12,2019,2019-12-12,122.2901374,38902.81574,2,5
"43 LISHEEN FIELDS, OVENS, CORK",,Cork,456000.0,No,No,Second-Hand Dwelling house /Apartment,,4,10,2021,2021-10-04,102.6648871,34327.05524,-1,3
"17 COPPER VALLEY HEIGHTS, RIVERSTOWN, GLANMIRE",,Cork,295000.0,No,No,Second-Hand Dwelling house /Apartment,,4,9,2019,2019-09-04,102.3223668,32550.68859,-1,3
"69 CHERRYFIELD RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,322500.0,No,No,Second-Hand Dwelling house /Apartment,,7,10,2016,2016-10-07,121.9729259,34144.23583,3,5
"16 AUGHRIM STREET, DUBLIN 7",,Dublin,130000.0,No,No,Second-Hand Dwelling house /Apartment,,16,3,2016,2016-03-16,121.9729259,34144.23583,-1,5
"44  Meadows, Tir Cluain, Midleton",,Cork,171806.16,Yes,Yes,New Dwelling house /Apartment,,20,12,2018,2018-12-20,101.6747702,31087.1811,-1,3
"265 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2019,2019-12-05,122.2901374,38902.81574,1,5
"Ballybrood, Caherline",,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2012,2012-07-26,108.5769926,28137.37263,-1,12
"51 ARCONAGH, NAAS, KILDARE",,Kildare,325000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2019,2019-02-15,107.1593191,34089.41499,-1,8
"43 BROOKWOOD LAWNS, RED BARNS RD, DUNDALK",,Louth,267000.0,No,No,Second-Hand Dwelling house /Apartment,,17,9,2021,2021-09-17,87.35712112,29104.06999,-1,14
"2 VILLA PARK AVENUE, NAVAN ROAD, DUBLIN 7",Dublin 7,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,,22,9,2020,2020-09-22,123.1012168,40191.10945,19,5
"17 Larkfield Hall, Clayfarm, Leopardstown",,Dublin,362196.25,No,Yes,New Dwelling house /Apartment,,29,11,2019,2019-11-29,122.2901374,38902.81574,-1,5
"APT 2 OLD STONE HOUSE, CASTLEREA ROAD, BALLINLOUGH",,Roscommon,20000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2015,2015-09-08,79.32921101,21565.04391,-1,19
"135 CHERRYMOUNT, CLONMEL, TIPPERARY",,Tipperary,190000.0,No,No,Second-Hand Dwelling house /Apartment,,26,6,2019,2019-06-26,83.31231368,26503.22958,-1,21
"409 COLLINSWOOD, COLLINS AVE, DUBLIN CITY",Dublin 9,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,,2,7,2015,2015-07-02,121.3860474,32997.87569,21,5
"22 CREIGHAN MANOR, BALLINAGH, CO CAVAN",,Cavan,203000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,12,2017,2017-12-18,82.55732554,24442.61329,-1,1
"NO 2 DANESFORT DRIVE, LOUGHREA, CO GALWAY",,Galway,205000.0,No,No,Second-Hand Dwelling house /Apartment,,23,12,2019,2019-12-23,90.37404068,28749.69908,-1,6
"No 38 Glenbeg Point, Courttown",,Wexford,73000.0,No,No,Second-Hand Dwelling house /Apartment,,9,12,2011,2011-12-09,86.92586788,21720.44389,-1,24
"7 BOHERNABREENA COTTAGES, TALLAGHT, DUBLIN 24",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,24,3,2016,2016-03-24,121.9729259,34144.23583,-1,5
"14 TRIMLESTON DR, BLACKROCK, DUBLIN",,Dublin,665914.0,No,No,Second-Hand Dwelling house /Apartment,,9,8,2017,2017-08-09,120.8404921,35777.04822,-1,5
"2 Cnoc Dubh Lawn, Ballyboughal",,Dublin,405286.0,No,Yes,New Dwelling house /Apartment,,9,5,2019,2019-05-09,122.2901374,38902.81574,-1,5
"LOWPARKS, BOYLE, ROSCOMMON",,Roscommon,64000.0,No,No,Second-Hand Dwelling house /Apartment,,14,12,2018,2018-12-14,79.18237538,24210.10482,-1,19
"MULLAC NA SI, BISHOPS STREET, BALLYSHANNON",,Donegal,16240.0,Yes,No,Second-Hand Dwelling house /Apartment,,1,2,2016,2016-02-01,69.47650061,19448.75885,-1,4
"3 Orchard Upper, Old Golf Links Road",,Kilkenny,150000.0,No,No,Second-Hand Dwelling house /Apartment,,2,9,2011,2011-09-02,88.33458983,22072.44573,-1,9
"5 ROYAL OAK APTS, BALLAGHADERREEN, ROSCOMMON",,Roscommon,32000.0,No,No,Second-Hand Dwelling house /Apartment,,23,6,2016,2016-06-23,80.13091635,22431.28043,-1,19
"Apartment 81 Thomond Village, Ballygrennan, Limerick",,Limerick,168500.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2011,2011-07-06,110.6530875,27649.23993,-1,12
"APT 49, CARLTON SUITE, HENRY ST",,Limerick,285000.0,No,No,Second-Hand Dwelling house /Apartment,,17,12,2015,2015-12-17,104.4601497,28396.69884,-1,12
"37 THE GREEN, DUNBOYNE CASTLE, DUNBOYNE",,Meath,270000.0,No,No,Second-Hand Dwelling house /Apartment,,10,11,2017,2017-11-10,105.0864966,31112.78838,-1,16
"22 Kincora Park, Clontarf",Dublin 3,Dublin,685000.0,No,No,Second-Hand Dwelling house /Apartment,,6,9,2011,2011-09-06,117.6102093,29387.63815,14,5
"14 HOLYWELL DALE, HOLYWELL, DUBLIN",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,6,7,2018,2018-07-06,122.3417314,37406.12892,-1,5
"LOWER COMMONS, GARRISTOWN, DUBLIN",,Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,,30,12,2013,2013-12-30,120.0591077,30843.61949,-1,5
"14 OLD FOREST, RYLAND UPPER, BUNCLODY",,Wexford,128000.0,No,No,Second-Hand Dwelling house /Apartment,,16,3,2020,2020-03-16,82.53998428,26840.0561,-1,24
"37 Royal Canal Avenue, Royal Canal Park, Ratoath Road",Dublin 15,Dublin,392070.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,1,2018,2018-01-23,122.3417314,37406.12892,6,5
"35  Steeplechase Hill, Steeplechase, Ratoath",,Meath,356828.19,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,13,7,2016,2016-07-13,100.2696773,28068.78233,-1,16
"15 LATLORCAN GLEN, MONAGHAN, MONAGHAN",,Monaghan,180000.0,No,No,Second-Hand Dwelling house /Apartment,,20,11,2019,2019-11-20,81.3290925,25872.32924,-1,17
"26 Berryfields, Ferns",,Wexford,110000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,15,12,2014,2014-12-15,89.28165522,23384.14028,-1,24
"56 ROWANBYRN, BLACKROCK, DUBLIN",,Dublin,545000.0,No,No,Second-Hand Dwelling house /Apartment,,21,1,2019,2019-01-21,122.2901374,38902.81574,-1,5
"LARAGH HOUSE, ABBEYLARA, CO LONGFORD",,Longford,150000.0,No,No,Second-Hand Dwelling house /Apartment,,24,3,2017,2017-03-24,77.85648076,23050.84181,-1,13
"11 FINNAVILLE, EAST END, BUNDORAN",,Donegal,185000.0,No,No,Second-Hand Dwelling house /Apartment,,20,8,2020,2020-08-20,71.91219733,23409.2373,-1,4
"6 THE WILLOWS, MAIN ST, ROSELEIGH",,Kilkenny,175000.0,No,No,Second-Hand Dwelling house /Apartment,,16,2,2018,2018-02-16,88.04524062,26919.93634,-1,9
"12 WHITETHORN DRIVE UPPER, CAHERDAVIN, LIMERICK",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,,2,10,2019,2019-10-02,109.2395096,34751.16309,-1,12
"6 WINDMILL ROAD, DROGHEDA, CO LOUTH",,Louth,110000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2018,2018-12-19,90.09730878,27547.3586,-1,14
"CRICKEEN, DRUMSNA, CO LEIRIM",,Leitrim,110000.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2014,2014-12-18,86.24924122,22589.90776,-1,11
"34 DUNBRODY WHARF, CRAYWELL RD, NEW ROSS",,Wexford,42250.0,No,No,Second-Hand Dwelling house /Apartment,,21,3,2014,2014-03-21,89.28165522,23384.14028,-1,24
"33 CARRIGLEN, CALVERSTOWN, KILCULLEN",,Kildare,272000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2014,2014-09-25,102.4504307,26833.2306,-1,8
"Apt 57, 1 Jervis Street",Dublin 1,Dublin,89502.54,No,No,Second-Hand Dwelling house /Apartment,,19,12,2013,2013-12-19,120.0591077,30843.61949,0,5
"2 CASHEN COURT, DUN ALAINN, LISTOWEL",,Kerry,155000.0,No,No,Second-Hand Dwelling house /Apartment,,18,3,2020,2020-03-18,85.50174849,27883.99729,-1,7
"5 Hollywoodrath Grove, Hollystown",,Dublin,405000.0,No,Yes,New Dwelling house /Apartment,,3,7,2020,2020-07-03,123.1012168,40191.10945,-1,5
"APT 48, THE MARINA, TRALEE",,Kerry,96000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2019,2019-10-30,85.37893091,27160.65977,-1,7
"BALLYGARRANE, BALLYLOOBY, CAHIR",,Tipperary,90000.0,No,No,New Dwelling house /Apartment,,20,1,2020,2020-01-20,82.46228901,26823.89705,-1,21
"45 PROSPECT MEWS, KILCOHAN, WATERFORD",,Waterford,100000.0,No,No,Second-Hand Dwelling house /Apartment,,19,5,2014,2014-05-19,96.14880924,25182.74597,-1,22
"Lisiniska, Knockaderry, County Limerick",,Limerick,95000.0,No,No,Second-Hand Dwelling house /Apartment,,8,11,2013,2013-11-08,106.1068916,27259.24467,-1,12
"9 Drumany Fort, Butlersbridge, Cavan",,Cavan,105000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,18,12,2014,2014-12-18,84.26433538,22070.03258,-1,1
"AUGHAWARD, FOXFORD, MAYO",,Mayo,170000.0,No,No,Second-Hand Dwelling house /Apartment,,11,4,2018,2018-04-11,79.23998574,24227.71925,-1,15
"3 THE BRACKEN, CORK RD, NEWCASTLEWEST",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2016,2016-12-05,98.91884037,27690.63863,-1,3
"15 Dunville Lawn, Athlumney, Navan",,Meath,246696.0,No,Yes,New Dwelling house /Apartment,,13,12,2018,2018-12-13,103.6349247,31686.50065,-1,16
"MAIN STREET, CONG, CO MAYO",,Mayo,105000.0,No,No,Second-Hand Dwelling house /Apartment,,23,10,2015,2015-10-23,80.22447756,21808.41533,-1,15
"7 ROBERT ST, MITCHELSTOWN, CORK",,Cork,135000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2019,2019-11-29,102.3223668,32550.68859,-1,3
"13  Bowbridge, Kilmainham",,Dublin,67000.0,No,No,Second-Hand Dwelling house /Apartment,,28,2,2012,2012-02-28,119.0093179,30840.87562,-1,5
"61 MADEIRA WOOD, ENNISCORTHY, WEXFORD",,Wexford,205000.0,Yes,No,Second-Hand Dwelling house /Apartment,,11,12,2018,2018-12-11,83.40947072,25502.54421,-1,24
"34 Belmont Lawn, Stillorgan Road, Blackrock",,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2013,2013-09-25,120.0591077,30843.61949,-1,5
"18 SANDYVALE LAWN, HEADFORD RD, GALWAY",,Galway,135000.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2014,2014-07-23,91.09733125,23859.69176,-1,6
"171 SPINMAKER, LINCOLN LANE, ARAN QUAY DUBLIN 7",Dublin 7,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2021,2021-02-24,123.9176757,41522.06589,19,5
"180 KINCORA RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,11,7,2017,2017-07-11,120.8404921,35777.04822,14,5
"7 STRAND AVE, ROSSLARE STRAND, ROSSLARE",,Wexford,115500.0,No,No,Second-Hand Dwelling house /Apartment,,5,6,2019,2019-06-05,83.51898489,26568.97561,-1,24
"7 WOODSIDE PARK, BALLAGHADEREEN, ROSCOMMON",,Roscommon,115000.0,No,No,Second-Hand Dwelling house /Apartment,,17,6,2021,2021-06-17,79.78536979,26551.51879,-1,19
"ST GABRIELS, 1 COLLEGE VIEW, ENNIS",,Clare,219000.0,No,No,Second-Hand Dwelling house /Apartment,,16,8,2019,2019-08-16,89.8789254,28592.1935,-1,2
"DRISTERN, DRUMSNA, LEITRIM",,Leitrim,65000.0,No,No,Second-Hand Dwelling house /Apartment,,28,12,2014,2014-12-28,86.24924122,22589.90776,-1,11
"Site B Springlawn, Mountbellew, Balinasloe",,Galway,105726.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,7,2014,2014-07-15,91.09733125,23859.69176,-1,6
"8 ASH GROVE, CASTLEHYDE PARK, NEW ROSS",,Kilkenny,191500.0,No,No,Second-Hand Dwelling house /Apartment,,22,2,2019,2019-02-22,87.53158408,27845.45964,-1,9
"14 BEECHLAWN CLOSE, WOODVILLE ESTATE, DUBLIN 5",Dublin 5,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,,16,4,2021,2021-04-16,123.9176757,41522.06589,16,5
"16 HILLCREST COURT, LUCAN, DUBLIN",,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2016,2016-06-03,121.9729259,34144.23583,-1,5
"Eloghbeg, Bridgend",,Donegal,68000.0,No,No,Second-Hand Dwelling house /Apartment,,30,8,2013,2013-08-30,73.60246242,18908.73911,-1,4
"54 CREAMERY RD, MANORHAMILTON, LEITRIM",,Leitrim,91000.0,No,No,Second-Hand Dwelling house /Apartment,,31,5,2017,2017-05-31,82.79574771,24513.20255,-1,11
"APT 30, BLACKHALL SQ, NORTH KING ST DUBLIN 7",Dublin 7,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,,26,11,2021,2021-11-26,123.9176757,41522.06589,19,5
"CLOONBIGGEN, CLAREGALWAY, GALWAY",,Galway,210000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2016,2016-07-08,92.06370489,25771.66062,-1,6
"37 Barley Hill Court, Bohola",,Mayo,52863.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,5,2017,2017-05-30,80.43525017,23814.33388,-1,15
"50 Milltown Avenue, Mount St Anne's, Milltown",,Dublin,497500.0,No,No,Second-Hand Dwelling house /Apartment,,13,8,2010,2010-08-13,114.6838254,29224.81553,-1,5
"51 OAKS AVE, CARRAIG AN AIRDE, SIX CROSS RDS",,Waterford,188000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2019,2019-11-19,90.0757785,28654.81621,-1,22
"24 Clog na Léinn, Collinstown",,Westmeath,378854.62,No,Yes,New Dwelling house /Apartment,,15,4,2021,2021-04-15,73.53155314,24398.43088,-1,23
"LOCATRIM STUD, KNOCKAVILLE, GAYBROOK",,Westmeath,297000.0,No,No,Second-Hand Dwelling house /Apartment,,1,12,2016,2016-12-01,85.71374307,23994.09734,-1,23
"35 THE MILLS, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2020,2020-10-21,123.1012168,40191.10945,6,5
"5 ABBEYLEIX ROAD, PORTLAOISE, CO LAOIS",,Laois,32625.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2014,2014-12-19,87.4867384,22914.02594,-1,10
"135 PHILIPSBURGH AVE, FAIRVIEW, DUBLIN 3",,Dublin,297699.0,No,No,Second-Hand Dwelling house /Apartment,,25,3,2015,2015-03-25,121.3860474,32997.87569,-1,5
"104 TYRCONNELL ROAD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,,17,6,2019,2019-06-17,122.2901374,38902.81574,20,5
"47 ARD ODONNELL, LETTERKENNY, DONEGAL",,Donegal,139000.0,No,No,Second-Hand Dwelling house /Apartment,,18,2,2020,2020-02-18,71.91219733,23409.2373,-1,4
"25 FERNLEIGH CRESCENT, CASTLEKNOCK, DUBLIN 15",,Dublin,239000.0,No,No,Second-Hand Dwelling house /Apartment,,19,12,2016,2016-12-19,121.9729259,34144.23583,-1,5
"No. 33 Cois Dara, Chapelstown, Tullow Road",,Carlow,207048.46,No,Yes,New Dwelling house /Apartment,,26,10,2021,2021-10-26,87.44297161,29167.12101,-1,0
"THE COTTAGE, CAHEROYAN, ATHENRY",,Galway,165000.0,No,No,Second-Hand Dwelling house /Apartment,,30,10,2020,2020-10-30,89.61251364,29161.30477,-1,6
"22 Fuchsia Avenue, Forest Hill, Carrigaline",,Cork,86500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,11,2016,2016-11-11,98.91884037,27690.63863,-1,3
"7 CEDARBROOK AVE, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,196500.0,No,No,Second-Hand Dwelling house /Apartment,,8,2,2019,2019-02-08,122.2901374,38902.81574,1,5
"1 BARLEY HILL COURT, BOHOLA, MAYO",,Mayo,195000.0,No,No,Second-Hand Dwelling house /Apartment,,17,1,2020,2020-01-17,80.15103629,26085.92305,-1,15
"41 SPENCER MANOR, SPENCER ST, CASTLEBAR",,Mayo,102500.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2017,2017-05-17,80.43525017,23814.33388,-1,15
"5 TOWERVILLE, ST JOHNS RD, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,,10,2,2017,2017-02-10,120.8404921,35777.04822,15,5
"15 CLEARWATER COVE, ROSSLARE, WEXFORD",,Wexford,250000.0,No,No,Second-Hand Dwelling house /Apartment,,29,6,2020,2020-06-29,82.53998428,26840.0561,-1,24
"399 CLONTARF RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,672000.0,No,No,Second-Hand Dwelling house /Apartment,,14,4,2021,2021-04-14,123.9176757,41522.06589,14,5
"CLONOUGHTER, GLIN, CO LIMERICK",,Limerick,75000.0,No,No,Second-Hand Dwelling house /Apartment,,19,11,2020,2020-11-19,110.2827876,36028.55853,-1,12
"RAHEEN, FOULKSMILLS, CO WEXFORD",,Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,,15,5,2017,2017-05-15,82.15337253,24323.01558,-1,24
"5 RINN NA SHINNA, BREAFFY, CASTLEBAR",,Mayo,145000.0,No,No,Second-Hand Dwelling house /Apartment,,3,9,2020,2020-09-03,80.15103629,26085.92305,-1,15
"21 WOODLANDSPARK, LAMBERTON, ARKLOW",,Wicklow,183000.0,No,No,Second-Hand Dwelling house /Apartment,,28,9,2020,2020-09-28,102.4319249,33436.55561,-1,25
"1 BOWLING COURT, BOWLING GREEN, MALLOW",,Cork,70000.0,No,No,Second-Hand Dwelling house /Apartment,,20,5,2015,2015-05-20,98.45160268,26763.32095,-1,3
"91 HANOVER DOCK, HANOVER QUAY, DUBLIN 2",Dublin 2,Dublin,680000.0,No,No,Second-Hand Dwelling house /Apartment,,1,5,2019,2019-05-01,122.2901374,38902.81574,10,5
"86 KNOCKAPHUNTA PARK, WESTPORT ROAD, CASTLEBAR",,Mayo,95000.0,No,No,Second-Hand Dwelling house /Apartment,,19,8,2016,2016-08-19,80.36872919,22497.85207,-1,15
"56 HAZEL RD, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,378000.0,No,No,Second-Hand Dwelling house /Apartment,,28,8,2019,2019-08-28,122.2901374,38902.81574,21,5
"3 SPRING GARDENS, SALLINS RD, NAAS",,Kildare,300000.0,Yes,No,Second-Hand Dwelling house /Apartment,,17,9,2020,2020-09-17,107.4330958,35044.78533,-1,8
"DERRENTIGUE, CASTLEREA",,Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,,26,7,2012,2012-07-26,84.55017238,21910.90073,-1,19
"INCHADRINAGH, NEWPORT, TIPPERARY",,Tipperary,195000.0,No,No,Second-Hand Dwelling house /Apartment,,1,2,2016,2016-02-01,89.18122527,24964.75972,-1,21
"the covet, bostoncommon, rathangan",,Kildare,140000.0,No,No,Second-Hand Dwelling house /Apartment,,8,9,2011,2011-09-08,102.7482377,25674.0299,-1,8
"2 BALLINTYRE SQ, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2016,2016-12-16,121.9729259,34144.23583,7,5
