Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"130 COILL DUBH, NAAS, CO KILDARE",Unknown,Kildare,117500.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,2,2020,2020-02-13,107.4330958,35044.78533,22,8
"1 MOUNTPLEASANT PLACE, RANELAGH, DUBLIN 6",Dublin 6,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,2,2016,2016-02-23,121.9729259,34144.23583,17,5
"DRIM, MOUNTRATH, LAOIS",Unknown,Laois,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,11,2016,2016-11-28,84.69451586,23708.78211,22,10
"EDERMINE, CAVAN",Unknown,Cavan,400000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2020,2020-12-04,80.12035849,26052.14604,22,1
"7 Keating Street, Dungarvan",Unknown,Waterford,75000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,9,2015,2015-09-10,95.42257239,25939.90205,22,22
"7 THE PINES, THE MILES, CLONAKILTY",Unknown,Cork,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,5,2015,2015-05-14,98.45160268,26763.32095,22,3
"10 BALLIN RT, COLLINS LANE, TULLAMORE",Unknown,Offaly,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2018,2018-12-06,72.2025158,22076.00451,22,18
"124 LOWERE GLANMIRE RD, CORK, CORK",Unknown,Cork,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,4,2016,2016-04-26,98.91884037,27690.63863,22,3
"26 Cliffside, Newtown Glen, Tramore",Unknown,Waterford,477998.44,No,New Dwelling house /Apartment,Unknown,20,9,2021,2021-09-20,89.61237729,29907.28912,22,22
"4 LARCHWOOD MANOR, FERMOY, CORK",Unknown,Cork,145000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,1,2016,2016-01-15,98.91884037,27690.63863,22,3
"98 COLLEGE RD, GALWAY, GALWAY",Unknown,Galway,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,6,2019,2019-06-27,90.37404068,28749.69908,22,6
"18 TEMPLE MANOR, BALLINACARROW, SLIGO",Unknown,Sligo,127500.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,5,2018,2018-05-08,83.87320897,25644.33273,22,20
"29 CLONLARA VILLAGE, CLONLARA, CLARE",Unknown,Clare,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,1,2018,2018-01-10,88.62694797,27097.79405,22,2
"KNOCKARUDANE, GLANDORE, CORK",Unknown,Cork,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,7,2020,2020-07-31,102.4934839,33427.07414,22,3
"36 Fortfield Square, College Drive, Terenure",Dublin 6w,Dublin,575399.6,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,23,8,2013,2013-08-23,120.0591077,30843.61949,18,5
"29 Dean Swift Road, Wadelai, Glasnevin",Dublin 11,Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,10,2011,2011-10-28,117.6102093,29387.63815,2,5
"8 Old Muirhevna, Dublin Road, Dundalk",Unknown,Louth,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,10,2011,2011-10-12,91.49204308,22861.40865,22,14
"12 The Close, Hunter's Run, Clonee",Dublin 15,Dublin,203000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,5,2011,2011-05-09,117.6102093,29387.63815,6,5
"31 ARMADA COTTAGES, BUNDORAN, DONEGAL",Unknown,Donegal,42000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,9,2014,2014-09-08,72.1836347,18905.92458,22,4
"9 OSSORY DRIVE, LISMORE LAWN, WATERFORD",Unknown,Waterford,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2014,2014-12-12,96.14880924,25182.74597,22,22
"1 MORRISON TERRACE, BALLINA, MAYO",Unknown,Mayo,88500.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,4,2015,2015-04-28,80.22447756,21808.41533,22,15
"59 Coolatree Road, Beaumont",Dublin 9,Dublin,200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,9,2011,2011-09-29,117.6102093,29387.63815,21,5
"6 MOUNTWAY, BALLYHEIGUE, TRALEE",Unknown,Kerry,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,6,2018,2018-06-18,83.74417175,25604.87945,22,7
"KEALTIES, DURRUS, BANTRY",Unknown,Cork,380000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,3,2011,2011-03-07,99.84716368,24949.12928,22,3
"12 COIS CUAIN, MOSESTOWN, WHITEGATE",Unknown,Cork,325000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,12,2021,2021-12-14,102.6648871,34327.05524,22,3
"1245 ST EVINS PARK, MONASTERIVEN, KILDARE",Unknown,Kildare,85000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2014,2014-12-04,102.4504307,26833.2306,22,8
"9 NEWTOWNSMITH, SANDYCOVE, DUBLIN",Unknown,Dublin,1200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,1,2018,2018-01-05,122.3417314,37406.12892,22,5
"17 PATRICK ST, DUNDALK, LOUTH",Unknown,Louth,135000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,7,2019,2019-07-19,88.50637394,28155.55881,22,14
"30 ARD NA MEALA, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2018,2018-12-12,122.3417314,37406.12892,2,5
"KYLENOE, HORSE AND JOCKEY, THURLES",Unknown,Tipperary,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2016,2016-11-23,89.18122527,24964.75972,22,21
"ANNSGROVE, CARRIGTWOHILL, CORK",Unknown,Cork,50000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,6,2017,2017-06-19,98.94301186,29293.89683,22,3
"129 CLONARD RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,240000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,27,5,2019,2019-05-27,122.2901374,38902.81574,3,5
"31 ST MARY STREET, DUNGARVAN, CO. WATERFORD",Unknown,Waterford,172000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,6,2021,2021-06-25,89.61237729,29907.28912,22,22
"18 THE ORCHARD, CLANCY TERRACE, CHARLEVILLE",Unknown,Cork,167000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,8,2021,2021-08-17,102.6648871,34327.05524,22,3
"2 MAPLE HALL, MOUNT SAINT ANNES, MILLTOWN",Unknown,Dublin,449999.99895,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,6,4,2017,2017-04-06,120.8404921,35777.04822,22,5
"AVONDALE BLACKHALL, CALVERSTOWN, KILCULLEN",Unknown,Kildare,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,6,2017,2017-06-01,114.4367515,33881.10315,22,8
"LARKHILL, DAWROSMORE, LETTERFRACK",Unknown,Galway,212500.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,5,2020,2020-05-12,89.61251364,29161.30477,22,6
"6 Marlmount Way, Old Dublin Road, Dundalk",Unknown,Louth,278075.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,28,8,2012,2012-08-28,90.39459297,23425.46321,22,14
"83 UPPER TREES RD, MOUNT MERRION, DUBLIN",Unknown,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,1,2017,2017-01-03,120.8404921,35777.04822,22,5
"109 RATHBRAUGHAN PARK, SLIGO, SLIGO",Unknown,Sligo,45000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,1,2015,2015-01-19,88.0164794,23926.61189,22,20
"TENNIS, VALENTIA ISLAND, CO KERRY",Unknown,Kerry,230000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,1,2018,2018-01-24,83.74417175,25604.87945,22,7
"VALLEYVIEW, BALLYMORRIS, AUGHRIM",Unknown,Wicklow,255000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,8,2014,2014-08-13,99.53306377,26069.13055,22,25
"6 SCARTLEA UPPER, SALEEN, MIDLETON",Unknown,Cork,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,8,2018,2018-08-08,101.6747702,31087.1811,22,3
"Apt 2 The Malthouse, Grand Canal Quay",Dublin 2,Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,12,2013,2013-12-20,120.0591077,30843.61949,10,5
"Cavan Road, Virginia",Unknown,Cavan,105000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,8,2012,2012-08-06,84.13222626,21802.59135,22,1
"Gneeves Cottage, lombardstown, Mallow",Unknown,Cork,50000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,2,2013,2013-02-12,100.9859374,25943.65299,22,3
"15 Lios na mBan, Ladysbridge",Unknown,Cork,323475.0,No,New Dwelling house /Apartment,Unknown,26,11,2020,2020-11-26,102.4934839,33427.07414,22,3
"55 SAINT MICHAELS AVENUE, TIPPERARY TOWN, COUNTY TIPPERARY",Unknown,Tipperary,52000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,10,9,2019,2019-09-10,83.31231368,26503.22958,22,21
"REAR 34 WILLIAM ST, LISTOWEL, KERRY",Unknown,Kerry,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,3,2016,2016-03-15,86.16519196,24120.47274,22,7
"15 Millers Court, Old Quarter, Ballincollig",Unknown,Cork,129999.9944,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,13,5,2013,2013-05-13,100.9859374,25943.65299,22,3
"7 DOLLYMOUNT RISE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,640000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,2,2016,2016-02-23,121.9729259,34144.23583,14,5
"No 1 Knocknaskeagh, The Harrow, Enniscorthy",Unknown,Wexford,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,11,2012,2012-11-16,86.07816613,22306.87531,22,24
"64 ASSUMPTION RD, ATHLONE, WESTMEATH",Unknown,Westmeath,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,2,2021,2021-02-18,73.53155314,24398.43088,22,23
"22 PRIORY DR, ST RAPHAELS MANOR, CELBRIDGE",Unknown,Kildare,225000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,1,2014,2014-01-20,102.4504307,26833.2306,22,8
"LIMERICK ROAD, CASTLEISLAND, CO KERRY",Unknown,Kerry,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,9,2018,2018-09-18,83.74417175,25604.87945,22,7
"CAMOLIN PARK, CAMOLIN, GOREY",Unknown,Wexford,158000.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,8,2016,2016-08-31,84.26335264,23588.08533,22,24
"RONCALLI, CLAREMONT PINES, CARRICKMINES DUBLIN 18",Dublin 18,Dublin,1200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,8,2015,2015-08-10,121.3860474,32997.87569,9,5
"14 Primrose Court, Forest Hill, Kilnagleary  Carrigaline",Unknown,Cork,273535.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,4,2010,2010-04-16,100.639342,25645.86763,22,3
"19 PATRICKS GATE, GORTNAHOE, THURLES",Unknown,Tipperary,95000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,10,2016,2016-10-13,89.18122527,24964.75972,22,21
"21 REDMOND COVE, REDMOND ROAD, WEXFORD TOWN",Unknown,Wexford,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,5,2021,2021-05-07,81.57245941,27113.90239,22,24
"23a McKee Road, Finglas  Dublin 11",Dublin 11,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,6,2011,2011-06-17,117.6102093,29387.63815,2,5
"19 ST PAULS TERRACE, OLD BATTERIES, ATHLONE",Unknown,Westmeath,120000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2020,2020-10-21,74.69792202,24268.74961,22,23
"70 BENBULBIN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,5,2019,2019-05-07,122.2901374,38902.81574,3,5
"13 SPA WALK, MALLOW, CORK",Unknown,Cork,84000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,8,2021,2021-08-03,102.6648871,34327.05524,22,3
"79 CONEY MEADOWS, CONEYBORO, ATHY",Unknown,Kildare,70000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,9,6,2016,2016-06-09,107.8389625,30187.67436,22,8
"22 MILLBROOK MANOR, PORTARLINGTON, LAOIS",Unknown,Laois,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,12,2015,2015-12-11,84.80267469,23052.96347,22,10
"Apt 37 Block A, Mount Suir Manor, Gracedieu",Unknown,Waterford,165000.625,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,5,2012,2012-05-24,92.58330828,23992.66163,22,22
"5 ROSEHILL CLOSE, KELLS ROAD, KILKENNY",Unknown,Kilkenny,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,6,2015,2015-06-24,93.50656162,25419.04907,22,9
"8 GLENRICHARDS WOOD, POULSHONE, COURTOWN",Unknown,Wexford,154000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,12,2016,2016-12-02,84.26335264,23588.08533,22,24
"103 THE ELM, CHARLEVILLE SQ, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,370000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,9,2017,2017-09-27,120.8404921,35777.04822,5,5
"THE DAMSON TREE, HOLLYWOOD VILLAGE, HOLLYWOOD",Unknown,Wicklow,475000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,7,2016,2016-07-29,102.1790448,28603.27714,22,25
"49 RICHMOND HALL RICHMOND RD, FAIRVIEW DUBLIN 3, DUBLIN",Dublin 3,Dublin,185000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,12,7,2016,2016-07-12,121.9729259,34144.23583,14,5
"BARRAN, BLACK LION, CO CAVAN",Unknown,Cavan,45000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,10,8,2017,2017-08-10,82.55732554,24442.61329,22,1
"ARDGLASSON, CROSSAKIEL, KELLS",Unknown,Meath,37000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,3,2021,2021-03-06,99.69809961,33245.70711,22,16
"5 TICKNOCK WAY, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin 18,Dublin,530000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2018,2018-09-07,122.3417314,37406.12892,9,5
"67 Brandon Square, Waterville, Blanchardstown",Dublin 15,Dublin,320999.565,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,5,2015,2015-05-29,121.3860474,32997.87569,6,5
"34 GRANGE COVE, WATERFORD, WATERFORD",Unknown,Waterford,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,2,2015,2015-02-24,95.42257239,25939.90205,22,22
"34 Old Bawn Avenue, Tallaght, Dublin 24",Unknown,Dublin,213000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,10,2013,2013-10-30,120.0591077,30843.61949,22,5
"42 Millbourne Crescent, Ashbourne, Co  Meath",Unknown,Meath,289425.0,No,New Dwelling house /Apartment,less than 38 sq metres,3,2,2011,2011-02-03,98.11595213,24516.54593,22,16
"110 GERALDSTOWN WOODS, SANTRY AVE, DUBLIN 9",Dublin 9,Dublin,162000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,2,2018,2018-02-27,122.3417314,37406.12892,21,5
"100 CLANCY PARK, DRUMBIGGLE, ENNIS",Unknown,Clare,20000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,30,8,2017,2017-08-30,89.14211516,26392.16126,22,2
"15 COIS ABHAINN, COLLOONEY, SLIGO",Unknown,Sligo,70500.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,5,2018,2018-05-22,83.87320897,25644.33273,22,20
"35 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,262000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2016,2016-09-07,121.9729259,34144.23583,7,5
"TEERMORE, MARTINSTOWN, KILMALLOCK",Unknown,Limerick,270000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2021,2021-12-22,111.3360294,37352.90892,22,12
"17 PARKFIELD, NEW ROSS, WEXFORD",Unknown,Wexford,107500.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,12,2016,2016-12-15,84.26335264,23588.08533,22,24
"7 ANVIL COURT, ROSCOMMON, CO. ROSCOMMON",Unknown,Roscommon,90000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,5,2017,2017-05-19,80.82572797,23929.94201,22,19
"CORRY, CARRICK-ON-SHANNON, CO. ROSCOMMON",Unknown,Roscommon,30000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,10,2021,2021-10-08,79.78536979,26551.51879,22,19
"85 The Pines, Ticknock, Arklow",Unknown,Wicklow,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,1,2012,2012-01-10,100.3087324,25994.68003,22,25
"14 Sunday's Well, Cork",Unknown,Cork,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,10,2010,2010-10-08,100.639342,25645.86763,22,3
"12 Castlebrook Drive, Castlebrook Manor, Castetroy",Unknown,Limerick,379999.9976,No,New Dwelling house /Apartment,Unknown,19,6,2019,2019-06-19,109.2395096,34751.16309,22,12
"Cashel, Tubbercurry",Unknown,Sligo,30000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2013,2013-10-21,90.57423389,23268.84866,22,20
"APT 17, BRUACH NALABHAINN, SPIDEAL",Unknown,Galway,69000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2015,2015-12-22,90.412496,24577.95081,22,6
"10 and 11 Coote Street, Portlaoise, Co. Laois",Unknown,Laois,124850.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,20,7,2017,2017-07-20,82.72038948,24490.89136,22,10
"14 Shackleton Park, Lucan, Co. Dublin",Unknown,Dublin,344999.99125,No,New Dwelling house /Apartment,Unknown,25,2,2019,2019-02-25,122.2901374,38902.81574,22,5
"18 FISHERMANS WARF, LANCASTER KEY, CORK",Unknown,Cork,253000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,12,2017,2017-12-05,98.94301186,29293.89683,22,3
"19 Seaview Drive, Cnoc Na Mara, Blackrock",Unknown,Louth,410870.0,No,New Dwelling house /Apartment,Unknown,8,8,2019,2019-08-08,88.50637394,28155.55881,22,14
"3 GLENLARA PARK, WESTPORT, MAYO",Unknown,Mayo,195000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,12,2019,2019-12-17,80.78251551,25698.45272,22,15
"GLASHARE, JOHNSTOWN, CO KILKENNY",Unknown,Kilkenny,37500.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,4,2016,2016-04-22,88.15590643,24677.73924,22,9
"296 The Sycamores, Carrington, Santry",Dublin 9,Dublin,166994.82,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,28,4,2015,2015-04-28,121.3860474,32997.87569,21,5
"72 HARTY PLACE, CLANBRASSIL ST, DUBLIN 8",Dublin 8,Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2016,2016-09-07,121.9729259,34144.23583,20,5
"4 Milltown South, Rathnew",Unknown,Wicklow,200000.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,2,2010,2010-02-26,96.2978103,24539.51752,22,25
"21 Eastmount Gardens, Delgany, Wicklow",Unknown,Wicklow,729999.993,No,New Dwelling house /Apartment,Unknown,19,11,2020,2020-11-19,102.4319249,33436.55561,22,25
"30 THE ANCHORAGE, CLARENCE ST, DUN LAOGHAIRE",Unknown,Dublin,172000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,11,2,2020,2020-02-11,123.1012168,40191.10945,22,5
"34 Kiltegan Lawn, Rochestown Road, Cork",Unknown,Cork,415000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,6,2011,2011-06-16,99.84716368,24949.12928,22,3
"Apartment No 36 Burrells Walk, College Park Callan Road Kilkenny",Unknown,Kilkenny,73775.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,10,2013,2013-10-01,91.96687282,23626.62264,22,9
"45 BRUACH NA HABAINN, DEREEN, KILLARNEY",Unknown,Kerry,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2017,2017-11-23,85.65692567,25360.30687,22,7
"FLAT 1, 4 ST JOHN'S SQUARE, LIMERICK",Unknown,Limerick,101818.18,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2020,2020-12-22,110.2827876,36028.55853,22,12
"APT 26 AENGUS HOUSE, MERCHANTS QUAY, GALWAY",Unknown,Galway,295000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,8,2019,2019-08-15,90.37404068,28749.69908,22,6
"5 ABBEYLEIX ROAD, PORTLAOISE, CO LAOIS",Unknown,Laois,32625.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2014,2014-12-19,87.4867384,22914.02594,22,10
"14 LIMEKILN DR, MANOR ESTATE, TERENURE DUBLIN 12",Dublin 12,Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,4,2016,2016-04-28,121.9729259,34144.23583,3,5
"37 Ossory Court, BORRIS-IN-OSSARY",Unknown,Laois,85125.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,8,2,2016,2016-02-08,84.69451586,23708.78211,22,10
"176 OXMANTOWN RD, STONEYBATTER, DUBLIN 7",Dublin 7,Dublin,416000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,8,2018,2018-08-27,122.3417314,37406.12892,19,5
"5 Dalriada Hall, Ballycullen Road, Knocklyon",Unknown,Dublin,283750.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,7,2010,2010-07-23,114.6838254,29224.81553,22,5
"ANNAGH, BALLYHAUNIS, MAYO",Unknown,Mayo,30000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,8,2017,2017-08-23,80.43525017,23814.33388,22,15
"35 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,159000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,9,2015,2015-09-17,121.3860474,32997.87569,12,5
"SUMMERHILL HOUSE, CLONLARA, CLARE",Unknown,Clare,440000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,6,2019,2019-06-14,89.8789254,28592.1935,22,2
"53 THE GREEN, LARCH HILL, OSCAR TRAYNOR ROAD",Unknown,Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,7,2019,2019-07-25,122.2901374,38902.81574,22,5
"7 LEINSTER TERRACE, OLD NANGOR RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,244000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,5,2021,2021-05-04,123.9176757,41522.06589,12,5
"26 Ashington Rise, Navan Road",Dublin 7,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,11,2012,2012-11-08,119.0093179,30840.87562,19,5
"WUTHERING HEIGHTS, GRABALL RD, CROSSHAVEN HILL",Unknown,Cork,290000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,9,2018,2018-09-21,101.6747702,31087.1811,22,3
"46 GLENVALE, BALLYRAGGETT, KILKENNY",Unknown,Kilkenny,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,9,2016,2016-09-15,88.15590643,24677.73924,22,9
"18 PAIRC NA GREINE, RATHCORMAC",Unknown,Cork,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,6,2012,2012-06-29,99.68430933,25832.86283,22,3
"6 MILLVIEW COURT, MALAHIDE, DUBLIN",Unknown,Dublin,550000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,4,2017,2017-04-05,120.8404921,35777.04822,22,5
"13 ARD MHACHA, OLD BAWN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,5,2014,2014-05-09,120.6112462,31589.80748,13,5
"BALLYTEGAN, ARKLOW ROAD, GOREY",Unknown,Wexford,155000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,8,2020,2020-08-27,82.53998428,26840.0561,22,24
"Cashel, Leap",Unknown,Cork,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,5,2011,2011-05-20,99.84716368,24949.12928,22,3
"9 MILL POND, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,1,2019,2019-01-23,122.2901374,38902.81574,12,5
"7 MOUNT EAGLE FORTE, COOTEHALL, BOYLE",Unknown,Roscommon,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,1,2021,2021-01-22,79.78536979,26551.51879,22,19
"32 Verschoyle Park, Saggart Abbey, Citywest",Unknown,Dublin,249000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,1,2013,2013-01-04,120.0591077,30843.61949,22,5
"GILLTOWN, DONADEA, KILDARE",Unknown,Kildare,85000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,6,2020,2020-06-09,107.4330958,35044.78533,22,8
"Galbertstown, Thurles",Unknown,Tipperary,112000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,5,2015,2015-05-12,90.24713667,24532.99913,22,21
"32 FERRYVIEW, PRIESTSPARK, RINGASKIDDY",Unknown,Cork,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,5,2018,2018-05-30,101.6747702,31087.1811,22,3
"7 Tooreen Court, Knockanean, Tullla Road",Unknown,Clare,281999.83,No,New Dwelling house /Apartment,Unknown,22,2,2021,2021-02-22,88.94796907,29651.38888,22,2
"Graughill, Pullathomas, Ballina",Unknown,Mayo,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,1,2011,2011-01-10,87.22498716,21795.18577,22,15
"CANDLEFIELD COTTAGE, TRIEN, CASTLEREA",Unknown,Roscommon,57000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,6,2021,2021-06-18,79.78536979,26551.51879,22,19
"apt 5 the iona, prospect hill",Dublin 11,Dublin,178195.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,16,3,2010,2010-03-16,114.6838254,29224.81553,2,5
"CAHERBARNA, LISCANNOR, CLARE",Unknown,Clare,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,11,2020,2020-11-20,89.41223561,29116.97526,22,2
"KILKERRIN RD, GLENAMADDY, GALWAY",Unknown,Galway,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,8,2018,2018-08-07,91.05341986,27839.69069,22,6
"49 CILL CHAIS, SHANNON, CLARE",Unknown,Clare,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,12,2015,2015-12-04,87.13651372,23687.3999,22,2
"103 BUNRATTY RD, COOLOCK, DUBLIN 17",Dublin 17,Dublin,232000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,11,2019,2019-11-08,122.2901374,38902.81574,8,5
